barrier_id,internal_name,watercourse_name,road_name,structure_type,structure_owner,private_owner_details,structure_list_status,assessment_type_completed,reason_for_exclusion,method_of_exclusion,partial_passability,partial_passability_notes,upstream_habitat_quality,constructability,estimated_cost_$,priority,type_of_rehabilitation,rehabilitated_by,rehabilitated_date,estimated_rehabilitation_cost_$,actual_project_cost_$,next_steps,timeline_for_next_steps,lead_for_next_steps,others_involved_in_next_steps,reason,notes,supporting_links,aggregated_crossings_id,modelled_crossing_id,crossing_source,crossing_feature_type,pscis_status,crossing_type_code,crossing_subtype_code,barrier_status,pscis_road_name,pscis_stream_name,pscis_assessment_comment,pscis_assessment_date,transport_line_structured_name_1,rail_track_name,dam_name,dam_height,dam_owner,dam_use,dam_operating_status,utm_zone,utm_easting,utm_northing,blue_line_key,downstream_route_measure,wscode,localcode,watershed_group_code,gnis_stream_name,barriers_anthropogenic_dnstr,barriers_anthropogenic_dnstr_count,barriers_anthropogenic_habitat_wcrp_upstr,barriers_anthropogenic_habitat_wcrp_upstr_count,barriers_ch_cm_co_pk_sk_dnstr,barriers_st_dnstr,barriers_wct_dnstr,ch_spawning_km,ch_rearing_km,ch_spawning_belowupstrbarriers_km,ch_rearing_belowupstrbarriers_km,cm_spawning_km,cm_spawning_belowupstrbarriers_km,co_spawning_km,co_rearing_km,co_rearing_ha,co_spawning_belowupstrbarriers_km,co_rearing_belowupstrbarriers_km,co_rearing_belowupstrbarriers_ha,pk_spawning_km,pk_spawning_belowupstrbarriers_km,sk_spawning_km,sk_rearing_km,sk_rearing_ha,sk_spawning_belowupstrbarriers_km,sk_rearing_belowupstrbarriers_km,sk_rearing_belowupstrbarriers_ha,st_spawning_km,st_rearing_km,st_spawning_belowupstrbarriers_km,st_rearing_belowupstrbarriers_km,wct_spawning_km,wct_rearing_km,wct_spawning_belowupstrbarriers_km,wct_rearing_belowupstrbarriers_km,all_spawning_km,all_spawning_belowupstrbarriers_km,all_rearing_km,all_rearing_belowupstrbarriers_km,all_spawningrearing_km,all_spawningrearing_belowupstrbarriers_km,set_id,total_hab_gain_set,num_barriers_set,avg_gain_per_barrier,dnstr_set_ids,rank_avg_gain_per_barrier,rank_avg_gain_tiered,rank_total_upstr_hab,rank_combined,tier_combined,include_in_hac,label_in_hac
196964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196964,11304728,PSCIS,"ROAD, RESOURCE/OTHER",ASSESSED,OBS,BRIDGE,PASSABLE,Brook Ck. FSR,Brook Creek,Stream dry here at time of survey,2017-09-13,,,,,,,,10,649105,5515100,356362829,12101,100.190442.244975.337574.510981,100.190442.244975.337574.510981.608244,LNIC,Brook Creek,,0,,,,,,0,0,0,0,0,0,0.223587497,0.22,0,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0.22,0.22,0.22,0.22,,,,,,,,,,,no,no
196971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196971,11304549,PSCIS,"ROAD, RESOURCE/OTHER",ASSESSED,OBS,BRIDGE,PASSABLE,Michael lake FSR,Trib to Murray,Newer structure.  Minimal flow at time of survey.,2017-09-14,,,,,,,,10,641327,5517566,356253095,211,100.190442.244975.232973.504304.479898.572743,100.190442.244975.232973.504304.479898.572743,LNIC,,,0,,,,,,0,0,0,0,0,0,1.233200627,1.59,0,1.23,1.59,0,0,0,0,0,0,0,0,0,0,0.486399659,0,0.49,0,0,0,0,1.23,1.23,1.59,1.59,1.59,1.59,,,,,,,,,,,no,no
196973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196973,11305686,PSCIS,"ROAD, RESOURCE/OTHER",ASSESSED,OBS,BRIDGE,PASSABLE,North Michael Lake FSR,Trib to Murray,"Fish abundant.  Observe CO, RB fry. Noted fish trapped in small isolated pool created during bridge construction.",2017-09-14,,,,,,,,10,641208,5521236,356353236,3681,100.190442.244975.232973.504304.479898,100.190442.244975.232973.504304.479898.216335,LNIC,,,0,196968,1,,,,0.505516795,4.353928365,0.51,4.35,0,0,5.798128993,9.33,0,5.8,9.33,0,0.815007967,0.82,0,0,0,0,0,0,0.505516795,8.110250341,0.51,8.07,0,0,0,0,5.8,5.8,9.85,9.85,9.85,9.85,,,,,,,,,,,no,no
196978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196978,11303979,PSCIS,"ROAD, RESOURCE/OTHER",ASSESSED,OBS,BRIDGE,PASSABLE,Maka FSR,Maka Creek,Newer structure.,2017-09-14,,,,,,,,10,640087,5524574,356344024,17071,100.190442.244975.232973.504304,100.190442.244975.232973.504304.445650,LNIC,Maka Creek,,0,1011303026;1011305885;196968,3,,,,17.23579082,21.08420239,17.24,21.08,0,0,22.5889018,29.73,0,22.59,29.73,0,17.545282,17.55,0,0,0,0,0,0,17.23579082,31.94082972,17.24,31.74,0,0,0,0,22.59,22.59,36.28,36.28,36.28,36.28,,,,,,,,,,,no,no
196983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196983,11304439,PSCIS,"ROAD, RESOURCE/OTHER",ASSESSED,OBS,BRIDGE,PASSABLE,Spius FSR?,Trib to Spius,South fork of Spius Creek,2017-09-15,Spius Creek FSR,,,,,,,10,635685,5533346,356363766,0,100.190442.244975.232973.590298,100.190442.244975.232973.590298,LNIC,,,0,,,,,,0,1.03,0,1.03,0,0,1.03,1.03,0,1.03,1.03,0,0,0,0,0,0,0,0,0,0,1.03,0,1.03,0,0,0,0,1.03,1.03,1.03,1.03,1.03,1.03,,,,,,,,,,,no,no
196997,,Howarth Creek,Kane Valley Road,Stream crossing - CBS,,,Excluded structure,Barrier assessment,No key upstream habitat,Local knowledge,,,,,,,,,,,,,,,,Impassable falls downstream,,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=197617,196997,11300768,PSCIS,"ROAD, DEMOGRAPHIC",ASSESSED,CBS,ROUND,BARRIER,Kane Valley Road,Howarth Creek,Two large culverts.  One overflow.  Fish observed upstream and downstream,2017-10-03,Kane Valley Rd,,,,,,,10,659086,5532637,356339218,1893,100.190442.244975.337574.397497.475300,100.190442.244975.337574.397497.475300,LNIC,Howarth Creek,1011300844,1,,,d45260fb-a751-4d45-80cb-0e2418ef86e0,d45260fb-a751-4d45-80cb-0e2418ef86e0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,no,no
36b0bcda-4671-45ff-8dea-d1fc8abe3a8d,Clapperton Dam,Clapperton Creek,n/a,Dam,Orphaned,Located on LNIB Zoht Reserve,Rehabilitated barrier,Rehabilitated,,,Yes,Proportion of individuals,High,Easy,350000,High,Removal/decommissioned,CWF & LNIB,2024-08-01,221000,332000,Post-rehabilitation monitoring,2025-06-30,LNIB,CWF,Partial barrier to fish passage was removed and replaced with two rock steps,"Important steelhead, Chinook, Coho stream",,36b0bcda-4671-45ff-8dea-d1fc8abe3a8d,,CABD,DAM,,OTHER,DAM,PASSABLE,,,,,,,Clapperton Dam,0.5,,Irrigation,Decommissioned/ Removed,10,666303,5560768,356362373,1661.530575,100.190442.244975.463869,100.190442.244975.463869,LNIC,Clapperton Creek,,0,1011301479,1,,,,7.281998221,0,6.61,0,0,0,7.281998221,6.67,0,6.61,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28,7.28,6.67,6.67,7.28,7.28,3962,7.28,1,7.28,,1,1,1,1,A,yes,yes
197889,Skuhun Creek @ Hwy 8,Skuhun Creek,Highway 8,Stream crossing - CBS,MOTI,,Rehabilitated barrier,Barrier assessment,,,,,High,Moderate,350000,High,Retrofit,MOTI,2024-07-31,,,Post-rehabilitation monitoring,2025-10-31,TBD,"Shackan, STC, Nooaitch, LNIB",Important steelhead stream,Clearspan bridge with concrete apron became perched. Stream bottom built back up through crossing and backwatered.,,197889,24713603,PSCIS,"ROAD, DEMOGRAPHIC",ASSESSED,CBS,CRTBOX,PASSABLE,Highway 8,Skuhun Creek,Crossing is actually a bridge with concrete apron that functions like a box culvert. No adult Coho observed upstream or downstream. Abundant rainbow trout fry.,2021-10-27,Potatosillihee Bridge,,,,,,,10,629969,5572716,356352213,740,100.190442.244975.114234,100.190442.244975.114234,LNIC,Skuhun Creek,,0,,,,,,0.007,0,0.01,0,0,0,2.370798425,3.34,0,2.37,3.34,0,0,0,0,0,0,0,0,0,0.107,3.485986435,0.11,3.49,0,0,0,0,2.47,2.47,3.49,3.49,3.49,3.49,6162,7.65,2,3.825,,2,2,3,2,A,yes,yes
1011304238,Skuhun Creek @ Mouth,Skuhun Creek,Mouth,Stream crossing - CBS,,,Rehabilitated barrier,Rehabilitated,,,,,,,,,,,,,,Post-rehabilitation monitoring,2025-10-31,TBD,"Shackan, STC, Nooaitch, LNIB",Important steelhead stream,Mouth reconfigured to remove drop,,1011304238,11304238,MODELLED CROSSINGS,TRAIL,,OBS,,PASSABLE,,,,,Nicola Kamloops and Similkameen Rail Trail,,,,,,,10,629368,5572538,356352213,68.18651807,100.190442.244975.114234,100.190442.244975.114234,LNIC,Skuhun Creek,,0,,,,,,0.679,0,0.68,0,0,0,2.402798425,3.34,0,2.4,3.34,0,0,0,0,0,0,0,0,0,0.779,4.157986435,0.78,4.16,0,0,0,0,3.14,3.14,4.16,4.16,4.16,4.16,6162,7.65,2,3.825,,2,2,3,2,A,yes,yes
196969,Murray Lake Creek,Murray Lake Creek,Maka-Murray/Maka-Michael JCT,Stream crossing - CBS,FLNRO,,Rehabilitated barrier,Rehabilitated,,,,,,Easy,150000,High,Replacement - OBS,FLNRO,2024-08-31,,,Post-rehabilitation monitoring,2025-10-31,CWF,"Nooaitch, LNIB",Active Coho spawning and rearing stream,Culvert and road are a significant sediment source to stream,,196969,11304548,PSCIS,"ROAD, RESOURCE/OTHER",ASSESSED,CBS,ROUND,PASSABLE,Michael FSR,Murrary Lake C. 120-246600-5300-5100,"Complete CV assessment done in year 2017/09/14. Culvert complety destroyed, no measurments done. CO presence confirmed above and below crossing. CO sparse upstream of crossing between wetlands. 1st wetland has an excellent overwintering and rearing habitats. Cover composed of DP/ISV, OSV/CB, SWD. Streambed gravelly with combination of good cover stream provides ideal rearing habitat for CO.",2023-06-25,,,,,,,,10,641883,5520345,356316233,415,100.190442.244975.232973.504304.479898.320483,100.190442.244975.232973.504304.479898.320483,LNIC,,,0,196968,1,,,,0,0,0,0,0,0,0,2.76,0,0,2.76,0,0,0,0,0,0,0,0,0,0,2.429922317,0,2.39,0,0,0,0,0,0,3.07,3.07,3.07,3.07,9242,3.07,1,3.07,,3,4,4,3,A,yes,yes
197013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197013,11300356,PSCIS,"ROAD, DEMOGRAPHIC",ASSESSED,CBS,ROUND,POTENTIAL,Patchett Road,Midday Creek,"Stream is dry, extensive beaver activities throughout of assessed length. Seasonal stream, potentially used as migratory corridor to u/s reaches for ST if spawning habitat exists. The corridor is negatively affected by beaver dams. Existence of spawning habitat should be evaluated - access not granted in 2024. The stream is mismapped by TRIM, it was GPS'd on Oct 10, 2024 from the crossing to the mouth. ~500m section of channel from the mouth is overgrown by perennial plants (grassess and sedges) and is used by cattle as a trail. No alluvium was observed. The stream is flooded only during freshet and may remain watered for ~2 months; however it is likely passable to ST up to the end of Reach 1. Unknown if spawning habitat for ST is present beyond the crossing. The stream may also be used as a refuge or rearing habitat for CO and CH when watered, but is unusable for overwintering. Overall the stream in R1 does not contain preferable habitat for ST or RB.",2024-09-30,900th St,,,,,,,10,648231,5538855,356341782,197,100.190442.244975.337574.284252,100.190442.244975.337574.284252,LNIC,Midday Creek,,0,,,,,,0,0,0,0,0,0,2.327175272,2.33,0,2.33,2.33,0,0,0,0,0,0,0,0,0,0.312,2.327175272,0.31,2.33,0,0,0,0,2.33,2.33,2.33,2.33,2.33,2.33,17602,2.33,1,2.33,,4,5,6,4,A,yes,yes
197882,Stumbles Creek @ private  (1011304215),Stumbles Creek,Unnamed,Stream crossing - CBS,Private,Jacob Aarts,Confirmed barrier,Detailed habitat investigation,,,Yes,Proportion of individuals,High,Easy,150000,Medium,,,,,,Engage with barrier owner,2025-04-01,LNIB,"DFO, STC, CWF","Important migratory corridor for Coho. Fully passable to adults, passable to juveniles at low flows and 50% at higher fllows.",Major habitat restoration potential at this site. ,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=200141,197882,,PSCIS,"ROAD, RESOURCE/OTHER",ASSESSED,CBS,OVAL,BARRIER,unnamed,Stumbles C. 120-24600-28500,"Complete CV assessment done in year 2021/11/03. Calculated water velocity at low flows if the culvert is passable to juvenile fish. Coho and rainbow trout captured above the culvert,passable to fish at low flows. Water velocity calculated at 0.26 m/s.",2023-06-23,,,,,,,,10,650794,5557197,356276550,1794,100.190442.244975.285560,100.190442.244975.285560.032816,LNIC,Stumbles Creek,197880,1,1011304112;1011304287;197884;203637;203639;203641;203642,7,,,,0,0,0,0,0,0,0,2.12,0,0,0.47,0,0,0,0,0,0,0,0,0,0,4.480910531,0,0.47,0,0,0,0,0,0,4.49,0.46,4.49,0.46,12762,2.48,2,1.24,,5,10,2,5,A,yes,yes
197884,Stumbles @ Hwy 8 (1011300751),Stumbles creek,Highway 8,Stream crossing - CBS,MOTI,,Confirmed barrier,Detailed habitat investigation,,,Yes,Proportion of individuals,High,Moderate,650000,Medium,,,,,,Engage with barrier owner,2025-02-28,LNIB,"STC, CWF",Important migratory corridor for Coho,Passable to adult fish at all flows. No outlet pool and 0.11 m drop onto rocks likely an impediment to both juveniles and adults. The calculated water velocity is 0.07 m/s. CO fry captured. Water is diverted upstream of Hwy 8 for irrigation purposes during the growing season and regulated by a manual irrigation gate. Most water was diverted during the assessment. Mr. Miller observed CO spawning upstream of Hwy 8 after the gate was opened in the fall.,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=200143,197884,11300751,PSCIS,"ROAD, DEMOGRAPHIC",ASSESSED,CBS,ROUND,BARRIER,HWY 8,Stumbles C. 120-24600-28500,Complete CV assessment done in year 2021/11/03. Water barely flows through CV - water velocity not calculated. Culvert is impassable due to diversion of flow for irrigation purposes. Irrigation gate is located ~150 m upstream. Water drops on rocks at the outlet. In fall the irrigation gate is closed and flow is good. for coho to pass to upper reaches and spawn. CO fry captured upstream.,2023-06-24,Merritt-Spences Bridge Hwy 8,,,,,,,10,650969,5557584,356276550,2262,100.190442.244975.285560,100.190442.244975.285560.032816,LNIC,Stumbles Creek,197882;197880,2,1011304112;1011304287;203637;203639;203641;203642,6,,,,0,0,0,0,0,0,0,1.65,0,0,1.64,0,0,0,0,0,0,0,0,0,0,4.012910531,0,2.22,0,0,0,0,0,0,4.03,2.23,4.03,2.23,12762,2.48,2,1.24,,5,10,2,5,A,yes,yes
203627,Mine Creek at Highway 5,Mine Creek,Highway 5,Stream crossing - CBS,,,Assessed structure that remains data deficient,Barrier assessment,,,,,Low,,,,,,,,,Non-actionable,,,,Appears to have had historic habitat value but not capable of supporting fish in its current state. Consider revisiting following habitat restoration or ecosystem recovery from wildfires.,,,203627,11300057,PSCIS,"ROAD, DEMOGRAPHIC",ASSESSED,CBS,OVAL,BARRIER,Highway 5,Mine Creek,"One channel width taken due to anthropomorphic restrictions of channel (rip rap). D95=D=33cm. Spawning habitat - none. Overwintering habitat - none. Seasonal stream. Rearing habitat - stream unstable/prone to erosion; does not provide stable rearing habitat for fish, potentially used in low flows only.",2024-09-19,Mine Creek Rd Onramp,,,,,,,10,643304,5505392,356279166,244,100.190442.244975.337574.762161,100.190442.244975.337574.762161,LNIC,Mine Creek,,0,196942,1,,,,0,0,0,0,0,0,0.135000504,0.14,0,0.08,0.09,0,0,0,0,0,0,0,0,0,0,1.513000504,0,0.08,0,0,0,0,0.14,0.09,1.51,0.08,1.51,0.08,7922,1.51,2,0.755,,6,6,8,7,A,yes,yes
196942,Mine Creek @ Mine Creek Road,Mine Creek,Mine Creek Road,Stream crossing - CBS,,,Assessed structure that remains data deficient,Barrier assessment,,,,,Low,,,,,,,,,Non-actionable,,,,Appears to have had historic habitat value but not capable of supporting fish in its current state. Consider revisiting following habitat restoration or ecosystem recovery from wildfires.,203626 is a duplicate PSCIS point for this crossing.,,196942,11300383,PSCIS,"ROAD, DEMOGRAPHIC",ASSESSED,CBS,OVAL,BARRIER,Mine Creek Road,Mine Creek,"Dry streambed, B an estimate, also hwy culvert d/s",2017-09-11,Mine Creek Rd,,,,,,,10,643223,5505393,356279166,325,100.190442.244975.337574.762161,100.190442.244975.337574.762161,LNIC,Mine Creek,203627,1,,,,,,0,0,0,0,0,0,0.054000504,0.05,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,1.432000504,0,1.43,0,0,0,0,0.05,0.05,1.43,1.43,1.43,1.43,7922,1.51,2,0.755,,6,6,8,7,A,yes,yes
1011301479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011301479,11301479,MODELLED CROSSINGS,"ROAD, RESOURCE/OTHER",,CBS,,POTENTIAL,,,,,,,,,,,,10,668932,5566216,356362373,8270.936463,100.190442.244975.463869,100.190442.244975.463869.225145,LNIC,Clapperton Creek,,0,,,,,,0.673000235,0,0.67,0,0,0,0.673000235,0.2,0,0.67,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.67,0.2,0.2,0.67,0.67,3963,0.67,1,0.67,,7,7,12,8,A,yes,yes
197041,Godey Creek @ Pooley Road,Godey Creek,Pooley Road,Stream crossing - CBS,,,Excluded structure,Barrier assessment,No key upstream habitat,Field assessment,,,Low,,,,,,,,,,,,,"No habitat upstream of Pooley Ave for anadromous fish. Poor flows, sections of undefined channel, seasonal. ","Modified channel in industrial area.  Two dead RB found in culvert.  Channel dry.  Seasonal flow in lower reach indicated by local business owner, Saunders",http://a100.gov.bc.ca/pub/acat/public/advancedSearch.do?keywords=[PSCIS3200]&searchKeyType=searchAll&sortColumn=title,197041,11300445,PSCIS,"ROAD, DEMOGRAPHIC",ASSESSED,CBS,ROUND,BARRIER,Pouley Road,Godey Creek,"Modified channel in industrial area.  Two dead RB found in culvert.  Channel dry.  Seasonal flow in lower reach indicated by local business owner, Saunders",2017-11-10,Pooley Ave,,,,,,,10,659442,5551507,356336173,363,100.190442.244975.337574.043311,100.190442.244975.337574.043311.006132,LNIC,Godey Creek,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9682,0.65,1,0.65,,8,8,5,6,A,yes,yes
203634,Shackan Creek @ unnamed rd,Shackan Creek,Unnamed,Stream crossing - CBS,,,Assessed structure that remains data deficient,Barrier assessment,,,Yes,Proportion of time,High,Moderate,,,,,,,,In-depth passage assessment (data deficient structures only),,,,Habitat most valuable during freshet. Assess velocity/passability during freshet.,,,203634,11303636,PSCIS,"ROAD, RESOURCE/OTHER",ASSESSED,CBS,OVAL,BARRIER,unknown,Skackan Creek,"D=25cm D95=50cm; stream severly effected by 2021 flood - signs of flows 2m above channel. No spawning or overwintering habitat observed within 200m of surveyed length. Rearing habitat - good, diverse cover composed of pools, boulders, large woody debris, and small woody debris; fry and juvenille fish very common.",2024-09-24,,,,,,,,10,629880,5572008,356340139,277,100.190442.244975.119256,100.190442.244975.119256.007944,LNIC,Shakan Creek,,0,,,,,,0,0,0,0,0,0,0.081,0.08,0,0.08,0.08,0,0,0,0,0,0,0,0,0,0.628000871,0.181000871,0.63,0.18,0,0,0,0,0.63,0.63,0.18,0.18,0.63,0.63,11002,0.63,1,0.63,,9,9,13,10,A,yes,yes
1011300553,,Godey Creek,,,,,Excluded structure,Other,No key upstream habitat,Field assessment,,,,,,,,,,,,,,,,"No key habitat upstream of Pooley Road. Lack of flows, seasonal, portions of stream with no defined channel. ",,,1011300553,11300553,MODELLED CROSSINGS,"ROAD, DEMOGRAPHIC",,CBS,,POTENTIAL,,,,,Joeyaska Rd,,,,,,,10,660412,5551094,356336173,1921.211742,100.190442.244975.337574.043311,100.190442.244975.337574.043311.006132,LNIC,Godey Creek,1024731185;197044;197043;197041,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9683,1.11,2,0.555,"[ ""9682"" ]",10,13,9,9,A,yes,yes
1024731185,,Godey Creek,,,,,Excluded structure,Other,No key upstream habitat,Field assessment,,,,,,,,,,,,,,,,"No key habitat upstream of Pooley Road. Lack of flows, seasonal, portions of stream with no defined channel. ",,,1024731185,24731185,MODELLED CROSSINGS,"ROAD, DEMOGRAPHIC",,CBS,,POTENTIAL,,,,,Sterling Rd,,,,,,,10,660155,5551278,356336173,1585.23801,100.190442.244975.337574.043311,100.190442.244975.337574.043311.006132,LNIC,Godey Creek,197044;197043;197041,3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9683,1.11,2,0.555,"[ ""9682"" ]",10,13,9,9,A,yes,yes
1011306461,Salem Creek @ KVR,Salem Creek,Kettle Valley Railway,Stream crossing - CBS,,,Excluded structure,Informal assessment,No key upstream habitat,Field assessment,,,,,,,,,,,,,,,,Swale wit no subsrate upstream of mouth. Habitat values limited to downstream of KVR line during freshet.,,,1011306461,11306461,MODELLED CROSSINGS,TRAIL,,CBS,,POTENTIAL,,,,,Nicola Kamloops and Similkameen Rail Trail,,,,,,,10,648799,5539122,356293235,118.8789573,100.190442.244975.337574.277850,100.190442.244975.337574.277850,LNIC,Salem Creek,,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0.08,0,0,0,0,0,0.08,0.08,0,0,0.08,0.08,7042,0.49,1,0.49,,11,15,15,12,B,yes,yes
1011302589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011302589,11302589,MODELLED CROSSINGS,"ROAD, RESOURCE/OTHER",,CBS,,POTENTIAL,,,,,,,,,,,,10,682086,5581841,356358180,15468.87862,100.190442.244975.540804,100.190442.244975.540804.446534,LNIC,Moore Creek,564a572b-1de0-4ab0-9d78-51968e7be8a1,1,,,,,,0,0,0,0,0,0,0,0.44,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.44,0.44,0.44,15402,0.44,1,0.44,,12,16,16,13,B,yes,yes
203637,Stumbles Creek @ Gravel Pit,Stumbles Creek,Gravel pit,Stream crossing - CBS,,,Assessed structure that remains data deficient,Barrier assessment,,,,,High,Moderate,,,,,,,,In-depth habitat investigation (data deficient structures only),,,,"Good habitat, only RB found. More studies required to understand salmon use and key habitat values.","Embedment present for last 1/5 of outlet. Rearing habitat - good perennial flows, abundant cover, stable creek. Cover - overstream vegetation, undercut, and small woody debries. Spawning habitat - none - mixed cobble, gravel, fines. Overwintering habitat - fair - stream with approximately 3% gradient - fish would need to find low gradient locations to survive water velocities; fed by aquifer - consistent temperature throughout winter.",http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=205310,203637,,PSCIS,"ROAD, RESOURCE/OTHER",ASSESSED,CBS,ROUND,BARRIER,gravel pit,Stumbles Creek,"Embedment present for last 1/5 of outlet. Rearing habitat - good perennial flows, abundant cover, stable creek. Cover - overstream vegetation, undercut, and small woody debries. Spawning habitat - none - mixed cobble, gravel, fines. Overwintering habitat - fair - stream with approximately 3% gradient - fish would need to find low gradient locations to survive water velocities; fed by aquifer - consistent temperature throughout winter.",2024-09-26,,,,,,,,10,651461,5559457,356276550,4571,100.190442.244975.285560,100.190442.244975.285560.206151,LNIC,Stumbles Creek,203639;197884;197882;197880,4,1011304112;1011304287;203641;203642,4,,,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1.703910288,0,0.74,0,0,0,0,0,0,1.72,0.74,1.72,0.74,12763,0.82,2,0.41,"[ ""12762"" ]",13,39,7,20,B,yes,yes
203639,Stumbles Creek @ Unnamed,Stumbles Creek,Unnamed,Stream crossing - CBS,,,Assessed structure that remains data deficient,Barrier assessment,,,,,High,Easy,,,,,,,,In-depth habitat investigation (data deficient structures only),,,,More studies required to understand salmon use and key habitat values.,Abandoned road. Relatively easy to remove crossing with landowner permission. Aquifer provides high quality rearing and overwintering habitat. RB only - upstream of beaver dam.,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=205312,203639,,PSCIS,"ROAD, RESOURCE/OTHER",ASSESSED,CBS,ROUND,BARRIER,Abandoned,Stumbles Creek,"Spawning habitat - cobbles and gravel patches alternating with long stretches of fines, not good for spawning. Overwintering habitat - relatively stable due to aquifer fed water - ensuring stable temps through winter. Rearing habitat - good - abundant but not diverse cover, composed of undercut banks, overstream and instream vegetation; stream has very good shading - crown closure ~70%. CO not present above beaver dam, RB abundant in this reach.",2024-09-27,,,,,,,,10,651443,5559376,356276550,4486,100.190442.244975.285560,100.190442.244975.285560.206151,LNIC,Stumbles Creek,197884;197882;197880,3,1011304112;1011304287;203637;203641;203642,5,,,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1.788910288,0,0.08,0,0,0,0,0,0,1.8,0.08,1.8,0.08,12763,0.82,2,0.41,"[ ""12762"" ]",13,39,7,20,B,yes,yes
1011300510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011300510,11300510,MODELLED CROSSINGS,"ROAD, DEMOGRAPHIC",,CBS,,POTENTIAL,,,,,Hwy 5,,,,,,,10,643385,5503247,356330403,846.0279665,100.190442.244975.337574.786669,100.190442.244975.337574.786669,LNIC,,1011302223,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391,0,0.39,0,0,0,0,0,0,0.39,0.39,0.39,0.39,1322,0.69,2,0.345,,14,17,11,11,B,yes,yes
1011302223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011302223,11302223,MODELLED CROSSINGS,"ROAD, RESOURCE/OTHER",,CBS,,POTENTIAL,,,,,,,,,,,,10,643512,5503386,356330403,628.5280271,100.190442.244975.337574.786669,100.190442.244975.337574.786669,LNIC,,,0,1011300510,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391,0,0,0,0,0,0,0,0,0.39,0,0.39,0,1322,0.69,2,0.345,,14,17,11,11,B,yes,yes
