barrier_id,internal_name,watercourse_name,road_name,structure_type,structure_owner,private_owner_details,structure_list_status,assessment_type_completed,reason_for_exclusion,method_of_exclusion,partial_passability,partial_passability_notes,upstream_habitat_quality,constructability,estimated_cost_$,priority,type_of_rehabilitation,rehabilitated_by,rehabilitated_date,estimated_rehabilitation_cost_$,actual_project_cost_$,next_steps,timeline_for_next_steps,lead_for_next_steps,others_involved_in_next_steps,reason,notes,supporting_links,aggregated_crossings_id,modelled_crossing_id,crossing_source,crossing_feature_type,pscis_status,crossing_type_code,crossing_subtype_code,barrier_status,pscis_road_name,pscis_stream_name,pscis_assessment_comment,pscis_assessment_date,transport_line_structured_name_1,rail_track_name,dam_name,dam_height,dam_owner,dam_use,dam_operating_status,utm_zone,utm_easting,utm_northing,blue_line_key,downstream_route_measure,wscode,localcode,watershed_group_code,gnis_stream_name,barriers_anthropogenic_dnstr,barriers_anthropogenic_dnstr_count,barriers_anthropogenic_habitat_wcrp_upstr,barriers_anthropogenic_habitat_wcrp_upstr_count,barriers_ch_cm_co_pk_sk_dnstr,barriers_st_dnstr,barriers_wct_dnstr,ch_spawning_km,ch_rearing_km,ch_spawning_belowupstrbarriers_km,ch_rearing_belowupstrbarriers_km,cm_spawning_km,cm_spawning_belowupstrbarriers_km,co_spawning_km,co_rearing_km,co_rearing_ha,co_spawning_belowupstrbarriers_km,co_rearing_belowupstrbarriers_km,co_rearing_belowupstrbarriers_ha,pk_spawning_km,pk_spawning_belowupstrbarriers_km,sk_spawning_km,sk_rearing_km,sk_rearing_ha,sk_spawning_belowupstrbarriers_km,sk_rearing_belowupstrbarriers_km,sk_rearing_belowupstrbarriers_ha,st_spawning_km,st_rearing_km,st_spawning_belowupstrbarriers_km,st_rearing_belowupstrbarriers_km,wct_spawning_km,wct_rearing_km,wct_spawning_belowupstrbarriers_km,wct_rearing_belowupstrbarriers_km,all_spawning_km,all_spawning_belowupstrbarriers_km,all_rearing_km,all_rearing_belowupstrbarriers_km,all_spawningrearing_km,all_spawningrearing_belowupstrbarriers_km,set_id,total_hab_gain_set,num_barriers_set,avg_gain_per_barrier,dnstr_set_ids,rank_avg_gain_per_barrier,rank_avg_gain_tiered,rank_total_upstr_hab,rank_combined,tier_combined,include_in_hac,label_in_hac
1024713752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024713752,24713752,MODELLED CROSSINGS,TRAIL,,OBS,,PASSABLE,,,,,Nicola Kamloops and Similkameen Rail Trail,,,,,,,10,645034,5555926,356363343,54759.46707,100.190442.244975,100.190442.244975.251583,LNIC,Nicola River,,0,1006200014;1006200033;1006200078;1006200108;1006200209;1006200247;1006200328;1006200343;1006200344;1006200437;1006200837;1006200854;1006200858;1006200873;1006200930;1006200936;1006200966;1006200979;1006200986;1006201000;1006201236;1006201251;1006201284;1006201511;1006201555;1006201582;1006201653;1006201666;1006201757;1006201953;1006202833;1006202835;1011300145;1011300296;1011300510;1011301292;1011301293;1011301294;1011301346;1011301479;1011302097;1011302203;1011302223;1011302589;1011304112;1011304160;1011304287;1011306461;1011306530;1015800088;1015801156;1015801158;1015801160;1015801164;1015801197;1015801207;1015801208;1015801209;1015801260;1015801359;1015801378;1015801528;1015801569;1015801626;1015801649;1015801710;1015801768;1015801864;1015801957;1015801974;1015802140;1015802235;1015802252;1015802253;1015802336;1015802449;1015802626;1015802756;1015802778;1015802780;1015803058;1024702369;1024708464;196942;196966;197013;197039;197880;197882;197884;203627;203630;203637;203639;203641;203642;45ab83d8-d870-416d-b72b-7cee013dce45;46287b27-0aaf-4129-93fb-88c8ebe1ef68;561d60b9-e231-4a7d-8e6d-874f9a69db3c;564a572b-1de0-4ab0-9d78-51968e7be8a1;817a6c26-6113-41ea-bdb1-b71ce505a3ec;817be5a2-f5a1-4be5-857f-a0984d8a121b;845cb193-d867-4c6f-9f54-85510efc7a01;cfc28175-cb57-445e-963c-47ce90557b28,104,,,,348.2454076,363.0828472,191.53,188.55,0,0,442.2892319,687.47,0,215.38,687.47,0,155.08009,155.03,0,0,0,0,0,0,191.6187764,250.6346132,188.06,223.2,0,0,0,0,448.83,448.83,717.04,717.04,742.1,742.1,,,,,,,,,,,no,no
1024713753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024713753,24713753,MODELLED CROSSINGS,TRAIL,,OBS,,PASSABLE,,,,,Nicola Kamloops and Similkameen Rail Trail,,,,,,,10,635952,5565561,356363343,37573.91537,100.190442.244975,100.190442.244975.174032,LNIC,Nicola River,,0,1006200014;1006200033;1006200078;1006200108;1006200209;1006200247;1006200328;1006200343;1006200344;1006200437;1006200837;1006200854;1006200858;1006200873;1006200930;1006200936;1006200966;1006200979;1006200986;1006201000;1006201236;1006201251;1006201284;1006201511;1006201555;1006201582;1006201653;1006201666;1006201757;1006201953;1006202833;1006202835;1011300034;1011300035;1011300145;1011300154;1011300296;1011300510;1011300606;1011301292;1011301293;1011301294;1011301346;1011301479;1011302097;1011302203;1011302223;1011302589;1011303026;1011304112;1011304160;1011304287;1011305046;1011305885;1011306461;1011306530;1015800088;1015801156;1015801158;1015801160;1015801164;1015801197;1015801207;1015801208;1015801209;1015801260;1015801359;1015801378;1015801528;1015801569;1015801626;1015801649;1015801710;1015801768;1015801864;1015801957;1015801974;1015802140;1015802235;1015802252;1015802253;1015802336;1015802449;1015802626;1015802756;1015802778;1015802780;1015803058;1024702369;1024708464;196942;196966;196968;197013;197039;197880;197882;197884;203627;203630;203637;203639;203641;203642;45ab83d8-d870-416d-b72b-7cee013dce45;46287b27-0aaf-4129-93fb-88c8ebe1ef68;561d60b9-e231-4a7d-8e6d-874f9a69db3c;564a572b-1de0-4ab0-9d78-51968e7be8a1;817a6c26-6113-41ea-bdb1-b71ce505a3ec;817be5a2-f5a1-4be5-857f-a0984d8a121b;845cb193-d867-4c6f-9f54-85510efc7a01;cfc28175-cb57-445e-963c-47ce90557b28,112,,,,463.7902824,483.1628664,307.08,308.63,0,0,569.4072031,822.76,0,342.38,822.76,0,253.7915245,253.75,0,0,0,0,0,0,300.5864916,380.7313447,297.03,353.1,0,0,0,0,580.69,580.69,866.13,866.13,893.09,893.09,,,,,,,,,,,no,no
1024713755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024713755,24713755,MODELLED CROSSINGS,TRAIL,,OBS,,PASSABLE,,,,,Nicola Kamloops and Similkameen Rail Trail,,,,,,,10,648659,5520651,356360169,50258.43929,100.190442.244975.337574,100.190442.244975.337574.524378,LNIC,Coldwater River,,0,1011300510;1011302223;196942;196966;203627;203630,6,,,,47.8537698,51.16788439,47.85,51.17,0,0,59.74205753,68.81,0,59.61,68.81,0,51.40612513,51.41,0,0,0,0,0,0,48.5786819,81.93464052,48.58,79.54,0,0,0,0,60.02,60.02,87.15,87.15,87.43,87.43,,,,,,,,,,,no,no
1024713756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024713756,24713756,MODELLED CROSSINGS,TRAIL,,OBS,,PASSABLE,,,,,Nicola Kamloops and Similkameen Rail Trail,,,,,,,10,648551,5520481,356360169,50572.87377,100.190442.244975.337574,100.190442.244975.337574.532855,LNIC,Coldwater River,,0,1011300510;1011302223;196942;196966;203627;203630,6,,,,47.53876994,50.85288454,47.54,50.85,0,0,59.42705768,68.46,0,59.29,68.46,0,51.09112528,51.09,0,0,0,0,0,0,48.26368204,81.58864111,48.26,79.2,0,0,0,0,59.7,59.7,86.81,86.81,87.08,87.08,,,,,,,,,,,no,no
1024713757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024713757,24713757,MODELLED CROSSINGS,TRAIL,,OBS,,PASSABLE,,,,,Nicola Kamloops and Similkameen Rail Trail,,,,,,,10,650257,5524120,356360169,45399.52409,100.190442.244975.337574,100.190442.244975.337574.476386,LNIC,Coldwater River,,0,1011300510;1011302223;196942;196966;203627;203630,6,,,,52.71177083,57.83716616,52.71,57.84,0,0,74.41584238,84.37,0,74.28,84.37,0,56.26412616,56.26,0,0,0,0,0,0,53.43668293,88.93895086,53.44,86.55,0,0,0,0,74.69,74.69,102.77,102.77,103.04,103.04,,,,,,,,,,,no,no
1024713758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024713758,24713758,MODELLED CROSSINGS,TRAIL,,OBS,,PASSABLE,,,,,Nicola Kamloops and Similkameen Rail Trail,,,,,,,10,649094,5521501,356360169,49112.55337,100.190442.244975.337574,100.190442.244975.337574.518218,LNIC,Coldwater River,,0,1011300510;1011302223;196942;196966;203627;203630,6,,,,48.99877044,52.31288503,49,52.31,0,0,60.88705817,69.95,0,60.75,69.95,0,52.55112577,52.55,0,0,0,0,0,0,49.72368254,83.07964116,49.72,80.69,0,0,0,0,61.16,61.16,88.3,88.3,88.57,88.57,,,,,,,,,,,no,no
1024713759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024713759,24713759,MODELLED CROSSINGS,TRAIL,,OBS,,PASSABLE,,,,,Nicola Kamloops and Similkameen Rail Trail,,,,,,,10,648971,5521379,356360169,49384.47215,100.190442.244975.337574,100.190442.244975.337574.518218,LNIC,Coldwater River,,0,1011300510;1011302223;196942;196966;203627;203630,6,,,,48.72777044,52.04188503,48.73,52.04,0,0,60.61605817,69.68,0,60.48,69.68,0,52.28012577,52.28,0,0,0,0,0,0,49.45268254,82.80864116,49.45,80.42,0,0,0,0,60.89,60.89,88.03,88.03,88.3,88.3,,,,,,,,,,,no,no
1024713760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024713760,24713760,MODELLED CROSSINGS,TRAIL,,OBS,,PASSABLE,,,,,Nicola Kamloops and Similkameen Rail Trail,,,,,,,10,633782,5569526,356363343,32090.34911,100.190442.244975,100.190442.244975.147525,LNIC,Nicola River,,0,1006200014;1006200033;1006200078;1006200108;1006200209;1006200247;1006200328;1006200343;1006200344;1006200437;1006200837;1006200854;1006200858;1006200873;1006200930;1006200936;1006200966;1006200979;1006200986;1006201000;1006201236;1006201251;1006201284;1006201511;1006201555;1006201582;1006201653;1006201666;1006201757;1006201953;1006202833;1006202835;1011300034;1011300035;1011300145;1011300154;1011300296;1011300510;1011300606;1011301292;1011301293;1011301294;1011301346;1011301479;1011302097;1011302203;1011302223;1011302589;1011303026;1011304112;1011304160;1011304287;1011305046;1011305885;1011306461;1011306530;1015800088;1015801156;1015801158;1015801160;1015801164;1015801197;1015801207;1015801208;1015801209;1015801260;1015801359;1015801378;1015801528;1015801569;1015801626;1015801649;1015801710;1015801768;1015801864;1015801957;1015801974;1015802140;1015802235;1015802252;1015802253;1015802336;1015802449;1015802626;1015802756;1015802778;1015802780;1015803058;1024702369;1024708464;196942;196966;196968;197013;197039;197880;197882;197884;203627;203630;203637;203639;203641;203642;45ab83d8-d870-416d-b72b-7cee013dce45;46287b27-0aaf-4129-93fb-88c8ebe1ef68;561d60b9-e231-4a7d-8e6d-874f9a69db3c;564a572b-1de0-4ab0-9d78-51968e7be8a1;817a6c26-6113-41ea-bdb1-b71ce505a3ec;817be5a2-f5a1-4be5-857f-a0984d8a121b;845cb193-d867-4c6f-9f54-85510efc7a01;cfc28175-cb57-445e-963c-47ce90557b28,112,,,,470.6018398,490.0128179,313.89,315.48,0,0,576.2571546,829.68,0,349.23,829.68,0,260.641476,260.6,0,0,0,0,0,0,307.4364431,387.6572959,303.88,360.02,0,0,0,0,587.54,587.54,873.05,873.05,900.02,900.02,,,,,,,,,,,no,no
1024713761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024713761,24713761,MODELLED CROSSINGS,"ROAD, RESOURCE/OTHER",,OBS,,PASSABLE,,,,,Kettle Valley Rail Trail,,,,,,,10,648015,5520088,356360169,51407.58967,100.190442.244975.337574,100.190442.244975.337574.541900,LNIC,Coldwater River,,0,1011300510;1011302223;196942;196966;203627;203630,6,,,,46.70377045,50.01788504,46.7,50.02,0,0,58.59205818,67.6,0,58.46,67.6,0,50.25612578,50.26,0,0,0,0,0,0,47.42868255,80.59364098,47.43,78.2,0,0,0,0,58.87,58.87,85.81,85.81,86.09,86.09,,,,,,,,,,,no,no
1024713774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024713774,24713774,MODELLED CROSSINGS,"ROAD, RESOURCE/OTHER",,OBS,,PASSABLE,,,,,,,,,,,,10,632433,5545054,356351031,8576.540809,100.190442.244975.232973.376410,100.190442.244975.232973.376410.318270,LNIC,Prospect Creek,,0,,,2.26342E+13,2.26342E+13,,8.613001385,8.470331182,8.61,8.47,0,0,8.629001385,8.49,0,8.63,8.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.63,8.63,8.49,8.49,8.63,8.63,,,,,,,,,,,no,no
1024713776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024713776,24713776,MODELLED CROSSINGS,"ROAD, RESOURCE/OTHER",,OBS,,PASSABLE,,,,,Manning Creek FSR,,,,,,,10,634327,5568713,356363343,33774.81267,100.190442.244975,100.190442.244975.155031,LNIC,Nicola River,,0,1006200014;1006200033;1006200078;1006200108;1006200209;1006200247;1006200328;1006200343;1006200344;1006200437;1006200837;1006200854;1006200858;1006200873;1006200930;1006200936;1006200966;1006200979;1006200986;1006201000;1006201236;1006201251;1006201284;1006201511;1006201555;1006201582;1006201653;1006201666;1006201757;1006201953;1006202833;1006202835;1011300034;1011300035;1011300145;1011300154;1011300296;1011300510;1011300606;1011301292;1011301293;1011301294;1011301346;1011301479;1011302097;1011302203;1011302223;1011302589;1011303026;1011304112;1011304160;1011304287;1011305046;1011305885;1011306461;1011306530;1015800088;1015801156;1015801158;1015801160;1015801164;1015801197;1015801207;1015801208;1015801209;1015801260;1015801359;1015801378;1015801528;1015801569;1015801626;1015801649;1015801710;1015801768;1015801864;1015801957;1015801974;1015802140;1015802235;1015802252;1015802253;1015802336;1015802449;1015802626;1015802756;1015802778;1015802780;1015803058;1024702369;1024708464;196942;196966;196968;197013;197039;197880;197882;197884;203627;203630;203637;203639;203641;203642;45ab83d8-d870-416d-b72b-7cee013dce45;46287b27-0aaf-4129-93fb-88c8ebe1ef68;561d60b9-e231-4a7d-8e6d-874f9a69db3c;564a572b-1de0-4ab0-9d78-51968e7be8a1;817a6c26-6113-41ea-bdb1-b71ce505a3ec;817be5a2-f5a1-4be5-857f-a0984d8a121b;845cb193-d867-4c6f-9f54-85510efc7a01;cfc28175-cb57-445e-963c-47ce90557b28,112,,,,468.9168401,488.3278182,312.2,313.8,0,0,574.5721548,828,0,347.55,828,0,258.9564763,258.91,0,0,0,0,0,0,305.7514433,385.9722961,302.19,358.34,0,0,0,0,585.86,585.86,871.37,871.37,898.33,898.33,,,,,,,,,,,no,no
1024713778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024713778,24713778,MODELLED CROSSINGS,"ROAD, RESOURCE/OTHER",,OBS,,PASSABLE,,,,,Prospect Creek FSR,,,,,,,10,640803,5555611,356361161,1490.619309,100.190442.244975.232973,100.190442.244975.232973,LNIC,Spius Creek,,0,1011303026;1011305885;196968,3,,,,93.30734211,98.14248636,93.31,98.14,0,0,102.8432028,109.94,0,102.84,109.94,0,76.77390169,76.77,0,0,0,0,0,0,83.68818317,102.822561,83.69,102.63,0,0,0,0,105.53,105.53,121.82,121.82,122.67,122.67,,,,,,,,,,,no,no
1024713779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024713779,24713779,MODELLED CROSSINGS,"ROAD, RESOURCE/OTHER",,OBS,,PASSABLE,,,,,Upper Coldwater FSR,,,,,,,10,642177,5501221,356360169,80675.96932,100.190442.244975.337574,100.190442.244975.337574.844623,LNIC,Coldwater River,,0,,,,,,8.608145267,10.68267055,8.61,10.68,0,0,13.58135084,18.03,0,13.58,18.03,0,10.73521233,10.74,0,0,0,0,0,0,8.70227479,17.39613756,8.7,17.4,0,0,0,0,13.58,13.58,20.24,20.24,20.24,20.24,,,,,,,,,,,no,no
1024713782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024713782,24713782,MODELLED CROSSINGS,"ROAD, RESOURCE/OTHER",,OBS,,PASSABLE,,,,,Juliet Creek FSR,,,,,,,10,639669,5511139,356364515,4823.183051,100.190442.244975.337574.668134,100.190442.244975.337574.668134.260879,LNIC,Juliet Creek,,0,,,,,,3.555981698,5.374125697,3.56,5.37,0,0,8.91081089,9.33,0,8.91,9.33,0,6.741077129,6.74,0,0,0,0,0,0,3.913764275,17.15688915,3.91,17.16,0,0,0,0,8.91,8.91,17.16,17.16,17.16,17.16,,,,,,,,,,,no,no
1024713783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024713783,24713783,MODELLED CROSSINGS,"ROAD, RESOURCE/OTHER",,OBS,,PASSABLE,,,,,Spius Creek FSR,,,,,,,10,637632,5536703,356361161,25661.41569,100.190442.244975.232973,100.190442.244975.232973.493891,LNIC,Spius Creek,,0,1011303026;1011305885;196968,3,,,,51.67379638,56.54408936,51.67,56.54,0,0,60.64836662,68.29,0,60.65,68.29,0,49.74956482,49.75,0,0,0,0,0,0,56.4657941,75.61982987,56.47,75.42,0,0,0,0,63.19,63.19,80.02,80.02,80.17,80.17,,,,,,,,,,,no,no
1024713784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024713784,24713784,MODELLED CROSSINGS,"ROAD, RESOURCE/OTHER",,OBS,,PASSABLE,,,,,Spius Creek FSR,,,,,,,10,636534,5534858,356303306,44.62501296,100.190442.244975.232973.550862,100.190442.244975.232973.550862,LNIC,,,0,,,,,,0,0,0,0,0,0,0.201366151,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,1.540775259,0,1.54,0,0,0,0,0.2,0.2,1.54,1.54,1.54,1.54,,,,,,,,,,,no,no
1024713785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024713785,24713785,MODELLED CROSSINGS,"ROAD, RESOURCE/OTHER",,OBS,,PASSABLE,,,,,Spius Creek FSR,,,,,,,10,636057,5533903,356361161,29419.3898,100.190442.244975.232973,100.190442.244975.232973.567605,LNIC,Spius Creek,,0,,,,,,13.60900228,14.63788369,13.61,14.64,0,0,17.02909539,17.03,0,17.03,17.03,0,11.37527954,11.38,0,0,0,0,0,0,18.401,20.62422161,18.4,20.62,0,0,0,0,19.57,19.57,20.69,20.69,20.84,20.84,,,,,,,,,,,no,no
1024713786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024713786,24713786,MODELLED CROSSINGS,"ROAD, RESOURCE/OTHER",,OBS,,PASSABLE,,,,,Spius Creek FSR,,,,,,,10,635488,5533242,356361161,30507.66025,100.190442.244975.232973,100.190442.244975.232973.590298,LNIC,Spius Creek,,0,,,,,,12.52000247,12.51888388,12.52,12.52,0,0,14.91009557,14.91,0,14.91,14.91,0,10.28627973,10.29,0,0,0,0,0,0,17.31200018,18.5052218,17.31,18.51,0,0,0,0,17.45,17.45,18.57,18.57,18.72,18.72,,,,,,,,,,,no,no
1024713790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024713790,24713790,MODELLED CROSSINGS,RAIL,,OBS,,PASSABLE,,,,,,None,,,,,,10,619626,5587477,356363343,141.7858076,100.190442.244975,100.190442.244975,LNIC,Nicola River,,0,1006200014;1006200033;1006200078;1006200108;1006200209;1006200247;1006200328;1006200343;1006200344;1006200437;1006200837;1006200854;1006200858;1006200873;1006200930;1006200936;1006200966;1006200979;1006200986;1006201000;1006201236;1006201251;1006201284;1006201511;1006201555;1006201582;1006201653;1006201666;1006201757;1006201953;1006202833;1006202835;1011300034;1011300035;1011300145;1011300154;1011300296;1011300510;1011300606;1011301292;1011301293;1011301294;1011301346;1011301479;1011302097;1011302203;1011302223;1011302589;1011303026;1011304112;1011304160;1011304287;1011305046;1011305885;1011306461;1011306530;1015800088;1015801156;1015801158;1015801160;1015801164;1015801197;1015801207;1015801208;1015801209;1015801260;1015801359;1015801378;1015801528;1015801569;1015801626;1015801649;1015801710;1015801768;1015801864;1015801957;1015801974;1015802140;1015802235;1015802252;1015802253;1015802336;1015802449;1015802626;1015802756;1015802778;1015802780;1015803058;1024702369;1024708464;196942;196966;196968;197013;197039;197880;197882;197884;203627;203630;203634;203637;203639;203641;203642;45ab83d8-d870-416d-b72b-7cee013dce45;46287b27-0aaf-4129-93fb-88c8ebe1ef68;561d60b9-e231-4a7d-8e6d-874f9a69db3c;564a572b-1de0-4ab0-9d78-51968e7be8a1;817a6c26-6113-41ea-bdb1-b71ce505a3ec;817be5a2-f5a1-4be5-857f-a0984d8a121b;845cb193-d867-4c6f-9f54-85510efc7a01;cfc28175-cb57-445e-963c-47ce90557b28,113,,,,503.6045902,522.2850989,346.89,347.75,0,0,611.3981279,865.67,0,384.29,865.67,0,293.040255,292.99,0,0,0,0,0,0,341.5672227,425.6623775,337.38,397.85,0,0,0,0,624.06,624.06,911.06,911.06,938.48,938.48,,,,,,,,,,,no,no
1024727348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024727348,24727348,MODELLED CROSSINGS,"ROAD, DEMOGRAPHIC",,OBS,,PASSABLE,,,,,Clapperton Creek Bridge,,,,,,,10,666423,5559380,356362373,139.5362882,100.190442.244975.463869,100.190442.244975.463869,LNIC,Clapperton Creek,,0,1011301479,1,,,,8.803998221,0,8.13,0,0,0,8.803998221,8.2,0,8.13,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,8.8,8.2,8.2,8.8,8.8,,,,,,,,,,,no,no
1024727524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024727524,24727524,MODELLED CROSSINGS,TRAIL,,OBS,,PASSABLE,,,,,Nicola Kamloops and Similkameen Rail Trail,,,,,,,10,629487,5572268,356363343,25011.55502,100.190442.244975,100.190442.244975.115966,LNIC,Nicola River,,0,1006200014;1006200033;1006200078;1006200108;1006200209;1006200247;1006200328;1006200343;1006200344;1006200437;1006200837;1006200854;1006200858;1006200873;1006200930;1006200936;1006200966;1006200979;1006200986;1006201000;1006201236;1006201251;1006201284;1006201511;1006201555;1006201582;1006201653;1006201666;1006201757;1006201953;1006202833;1006202835;1011300034;1011300035;1011300145;1011300154;1011300296;1011300510;1011300606;1011301292;1011301293;1011301294;1011301346;1011301479;1011302097;1011302203;1011302223;1011302589;1011303026;1011304112;1011304160;1011304287;1011305046;1011305885;1011306461;1011306530;1015800088;1015801156;1015801158;1015801160;1015801164;1015801197;1015801207;1015801208;1015801209;1015801260;1015801359;1015801378;1015801528;1015801569;1015801626;1015801649;1015801710;1015801768;1015801864;1015801957;1015801974;1015802140;1015802235;1015802252;1015802253;1015802336;1015802449;1015802626;1015802756;1015802778;1015802780;1015803058;1024702369;1024708464;196942;196966;196968;197013;197039;197880;197882;197884;203627;203630;203634;203637;203639;203641;203642;45ab83d8-d870-416d-b72b-7cee013dce45;46287b27-0aaf-4129-93fb-88c8ebe1ef68;561d60b9-e231-4a7d-8e6d-874f9a69db3c;564a572b-1de0-4ab0-9d78-51968e7be8a1;817a6c26-6113-41ea-bdb1-b71ce505a3ec;817be5a2-f5a1-4be5-857f-a0984d8a121b;845cb193-d867-4c6f-9f54-85510efc7a01;cfc28175-cb57-445e-963c-47ce90557b28,113,,,,477.7932875,497.2042656,321.08,322.67,0,0,583.7199985,837.15,0,356.62,837.15,0,267.8329237,267.79,0,0,0,0,0,0,315.5128917,396.1711401,311.32,368.36,0,0,0,0,595.64,595.64,881.57,881.57,908.99,908.99,,,,,,,,,,,no,no
1024727525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024727525,24727525,MODELLED CROSSINGS,TRAIL,,OBS,,PASSABLE,,,,,Nicola Kamloops and Similkameen Rail Trail,,,,,,,10,625500,5579286,356363343,12643.80081,100.190442.244975,100.190442.244975.058611,LNIC,Nicola River,,0,1006200014;1006200033;1006200078;1006200108;1006200209;1006200247;1006200328;1006200343;1006200344;1006200437;1006200837;1006200854;1006200858;1006200873;1006200930;1006200936;1006200966;1006200979;1006200986;1006201000;1006201236;1006201251;1006201284;1006201511;1006201555;1006201582;1006201653;1006201666;1006201757;1006201953;1006202833;1006202835;1011300034;1011300035;1011300145;1011300154;1011300296;1011300510;1011300606;1011301292;1011301293;1011301294;1011301346;1011301479;1011302097;1011302203;1011302223;1011302589;1011303026;1011304112;1011304160;1011304287;1011305046;1011305885;1011306461;1011306530;1015800088;1015801156;1015801158;1015801160;1015801164;1015801197;1015801207;1015801208;1015801209;1015801260;1015801359;1015801378;1015801528;1015801569;1015801626;1015801649;1015801710;1015801768;1015801864;1015801957;1015801974;1015802140;1015802235;1015802252;1015802253;1015802336;1015802449;1015802626;1015802756;1015802778;1015802780;1015803058;1024702369;1024708464;196942;196966;196968;197013;197039;197880;197882;197884;203627;203630;203634;203637;203639;203641;203642;45ab83d8-d870-416d-b72b-7cee013dce45;46287b27-0aaf-4129-93fb-88c8ebe1ef68;561d60b9-e231-4a7d-8e6d-874f9a69db3c;564a572b-1de0-4ab0-9d78-51968e7be8a1;817a6c26-6113-41ea-bdb1-b71ce505a3ec;817be5a2-f5a1-4be5-857f-a0984d8a121b;845cb193-d867-4c6f-9f54-85510efc7a01;cfc28175-cb57-445e-963c-47ce90557b28,113,,,,490.9082895,509.5722679,334.19,335.04,0,0,598.5587989,852.94,0,371.45,852.94,0,280.200926,280.16,0,0,0,0,0,0,328.7278937,412.7890259,324.54,384.97,0,0,0,0,611.22,611.22,898.19,898.19,925.61,925.61,,,,,,,,,,,no,no
1024761935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024761935,24761935,MODELLED CROSSINGS,"ROAD, RESOURCE/OTHER",,OBS,,PASSABLE,,,,,,,,,,,,10,643328,5510127,356360169,65677.35198,100.190442.244975.337574,100.190442.244975.337574.692120,LNIC,Coldwater River,,0,1011300510;1011302223;196942;203627,4,,,,24.0617684,24.37648653,24.06,24.38,0,0,29.41397447,37.35,0,29.28,37.35,0,24.4290283,24.43,0,0,0,0,0,0,24.15589792,37.23288649,24.16,35.33,0,0,0,0,29.41,29.41,42.45,42.45,42.45,42.45,,,,,,,,,,,no,no
196944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196944,11305451,PSCIS,"ROAD, RESOURCE/OTHER",ASSESSED,OBS,BRIDGE,PASSABLE,Upper Coldwater FSR,Little Douglas Creek,"Looks like newer structure, no bridge width done. Rainbow trout observed",2017-09-11,Upper Coldwater FSR,,,,,,,10,637674,5500428,356318500,1476,100.190442.244975.337574.905806,100.190442.244975.337574.905806.073535,LNIC,,,0,,,,,,0,0,0,0,0,0,0.214172403,0.21,0,0.214172403,0.21,0,0,0,0,0,0,0,0,0,0,1.55792053,0,1.55792053,0,0,0,0,0.21,0.21,1.56,1.56,1.56,1.56,,,,,,,,,,,no,no
196957,,Brook Creek,Kettle Valley Railway,None,,,Excluded structure,Barrier assessment,No structure,Field assessment,,,,,,,,,,,,,,,,Passable,Burned out bridge has collpased but is not impeding passage.,,196957,11300867,PSCIS,"ROAD, RESOURCE/OTHER",ASSESSED,OBS,BRIDGE,PASSABLE,LD Creek FSR,Brook Creek,Concrete deck. Fish observed,2017-09-13,LD Creek FSR,,,,,,,10,650525,5521553,356362829,1425,100.190442.244975.337574.510981,100.190442.244975.337574.510981.065542,LNIC,Brook Creek,,0,,,,,,0,0.386281008,0,0.39,0,0,8.390784082,9.24,0,8.39,9.24,0,0,0,0,0,0,0,0,0,0,0.662309852,0,0.66,0,0,0,0,8.39,8.39,9.27,9.27,9.27,9.27,,,,,,,,,,,no,no
